,0
732,"Tom ndi Mary onse amafuna kupita ku Boston, koma palibe mwa iwo amafuna kugotaya nthawi chabe."
733,Tom amaoneka ndi kumwetulira pa nkhope ya Mary kuti anali ndi nthawi yopambana pa madyerero.
734,Tom sanakamalizitsa kuti kuti pali kuthekera kochotsedwa ku ntchito.
735,Tom ndi mwamuna yemwe Mary wasangalatsidwa naye kuchokera pomwe anasiyana ndi John.
736,Tom amayimba nyimbo zachisipanishi kugwiritsa ntchito nyanga yachigerezi pa malo odyera achi chinese ku France.
737,Tom anatulutsa zovala nkhosi kuchokera mu chikwama chake ndikumuuza Mary kuti asakhe chomwe wachikonda.
738,Tom ananditengera ku malo odyera komwe ukhoza kudya mmene ungadyere pa mtengo wa madola makumi atatu.
739,Tom anazipereka kupanga chithu ku nthawi yake kuthandiza omwe ali ndi mwayi ochepekedwa kusiyana ndi iye mwini.
740,Tom anathamangitsidwa nyumba ya makolo ake pomwe anavomereza kuti sakhulupilira Mulungu.
741,"Ukakhala ukukayika, nena choonadi. Zizasokoneza adani ako ndikukayikitsa abwenzi ako."
742,Ukusewera ndi moto ngati ukuwumilira kupitilizabe kukwera njinga yamoto kupanda chipewa chakumutu.
743,"Tinaitanidwa ku ukwati. ""Ndi choncho?"" Chabwino. Ukawapeza kuti?"
744,Ma kapani ambiri akugoyendera chocho chifukwa ma Bank akhwimitsa ndalama zawo.
745,Kutseka msewu mamawa zedi kusanache kwa apolice kwathandiza kupeza matumba a ndalama.
746,"Patatha zaka zambiri zovutika, anasankha kuiwala zambuyo ndikuyamba moyo wina watsopano."
747,"Mabanja onse osangalala amafanana, banja lililonse losasangalala ndi losasangalala mu njira yawoyawo."
748,"Ndale zaku America ndizosangalatsa kuzionera, makamaka nthawi ya masankho a president."
749,Demokalase ndi njira yoipitsitsa kwambiri yoyendetsera bomam kupatula onse omwe anayesedwapo.
750,Anati amava china chake chikupsya ndipo kuti ma telefoni samagwira ntchito.
751,"Sindikufuna kukhala ngati mwini chiyankhulo, ndikugofuna kuti ndizitha kuyankhula mosacheuka."
752,"Sindikumvetsetsa, ndipo sindinazolowere kusamvetsetsa. Chonde, fotokozeraninso kamodzinso."
753,Ndinamva kuti Tom amazembetsa mankhwala ozunguza ubongo kupita nawo ku America kwa zaka asanamugwire.
754,"Ndimamuika ngati munthu wa pakatikati mwamuna yemwe wavala lelemba la chikaso, ya oleji ndi shati ya pink."
755,"Ngati ungabwererenso ku chiyambi cha moyo wako kamodzinso, ndi msinkhu uti omwe ungakonde kuyambira?"
756,Zikuoneka kuti wa police ndandanda wa kanemayu ndi waziphuphu yemwe amagwiritsa ntchito molakwika mphamvu zake.
757,"Ndi zovuta kupeza mphaka okuda mu chipinda chadima, makamaka ngati mulibe mphaka."
758,"Ambiri, ngati si onse, akatswiri omasulira, amamasulira mchilankhulo chobadwa nacho."
759,"Palibe nkhani yomwe ili yabwino. Ngati simunamve kuchokera kwa mwana wanu, ndi chifukwa choti iye akuchita bwino."
760,Otsutsa amati kukwatitsa mbewu zikhoza kutheka kuononga mbewu zina.
761,Pangani dongosolo la tsogolo lanu chifukwa ndikumene mukakhale moyo wanu onse omwe watsala mwa inu.
762,"Chonde magani malamba ndikumvera zikwangwani zamumsewu ngati ""osasuta"" pokhapokha zitatha."
763,Nthawi zina sikofunika kuyankhula chiyankhulo chimodzi kuti mumvetsetsane wina ndi mzake.
764,Kampani imapereka chisamaliro cha zaumoyo komanso ishulansi ya moyo ngati zithu zabwino kwa ogwira ntchito ake.
765,"Gulu loyamba lamphunzira kumawaku, ndipo gulu lachiwiri liphunzira kumasanaku."
766,Chithu chovuta kwambiri mu moyo ndikudziwa ma ulalo ati oti udutse ndi ma ulalo ati oti utenthe moto.
767,Vuto lokhalo lomwe ndakhala nalo ndi kugwira ntchito ndi athu omwe samakonda umuthu wanga
768,"Kuyankhula mwa ntchuntchuntchu, chifukwa chomwe team siwina ndi chifukwa choti mukuwalepheretsa kupita pa tsogolo."
769,"Tom mogochitika zokha, anaganiza mmene angalowetsere database ya ulele pa makina a kompyuta ake."
770,Tom anakwanitsa kuzicheka yekha pamene amayesera kutsegula chikwama cha chiponde ndi mpeni wake wanthumba.
771,Tom anaganiza kuti panali mwayi waukulu kuti anali Mary yemwe anaba chothiridwa utotocho.
772,Tom anapita kwa zimayi yemwe anali ndi chakumwa manja mwake ndikumufunsa dzina lake.
773,"Tom amafuna adule mtego omwe uli kutsogolo kwa nyumba yake, koma Mary sakufuna kuti udulidwe."
774,"Tom sanavale kachitsulo ka malonjezo apaukwati, koma Mary anaona kuzungulira pa chala chake chomwe pamakhala kachitsulo ka malonjezo a ukwati."
775,Tiyenera kukhala ntcheru ku choonadi kuti palibe mfuko ligaime pachulu kuti ndi loyima palokha mu chigawo ichi.
776,"Pamene ndinalandira foni kundiuza imfa ya bambo anga, ndinabalalika zedi."
777,Ukhoza kufufuza dzikoli ndikusapeza mkazi wina wokongola zedi kuposa Mary.
778,"Potengera kafukufuku watsopanoli, moyo wokhalira moyo ku kwa mzika za Japan kuku-kulilabe."
779,"Potengera magazine iyiyi, katswiri yemwe ndimamukonda akwatilana ndi woyimba jazz mchilimwe chikudzachi."
780,"Poyamba, timkapita aliyense yekha-yekha, koma tsiku lina tinayamba kupita ndi kubwerera limodzi."
781,"Pa nkhomaliro tsiku lalero, malo omwe timadyera nthawi zambiri anali otseka chifukwa cha maliro mu banjalo."
782,"Chifukwa cha vuto lazipagizo, kanema anawonetsedwa pa malo omwe anakonzedwera."
783,Boma ntahwi zambiri amaika mitengo ngati mitengo yafika pa pa ndandanda wina wake.
784,"Sangasiyanitse mtengo wa cherry ndi mtengo wa plum, koma akhoza kuntchula mayina ake mu ziyankhulo nkhimu ndi ziwiri."
785,"Iye afunsa funso ndi chitsilu mphindi zisanu, koma iye safunsa amakhalabe chitsilu nthawi zonse."
786,"Ndi munthu wopanda zibwana, kotero sakondwera ndi ganizo la mwana wake kusintha zintchito."
787,Sindikuganiza kuti ndizamvekango ngati badwa ya chiyankhulo ndipo sindikuganiza kuti ndikuyenera kutero.
788,Taganizirani kuti Tom kugochitika kuzindikira kuti Mary amamunena kumbali.
789,Mukanthawi sindinaganizirepo kuti ndizakhala ndikupangabe izi pa msinkhu umene ndili stopano.
790,Ndikuganiza kuti ndizosatheka kuti tizalandira thandizo ku boma.
791,Ndikufuna ndichepetse kuchuluka kwa nthawi yomwe ndimatenga pokonza nyumba.
792,"Ngati wathu sasamala chilengedwe, chilengedwe chikhoza kuchepetsa chiwerengo cha wathu."
793,Athu omwe amatsazira azawo nthawi zambiri ndi chifukwa chakuti sangaganize za iwo eni.
794,"Mosamvetsetseka, panali nthawi panali upandu ndi kudana pakati pa athu okuda ndi azungu."
795,Zolembedwazo zinali zofunika kwambiri chifukwa zinaonetsa zonse zolakwika zomwe komiti inapanga.
796,Kuchuluka kwa ma papela omwe dziko limakonza zimayenderana kwambiri ndi kayimidwe kawo pa chikhalidwe.
797,Mfundo yoyamba yofunika kutsindika ndi yakuti dongosololo linali theradi kutengera kadziwidwe.
798,Kuchepekedwa kwa ma enginners ndi vuto lalikulu ndi lotsamwitsa ku chitukuko cha kampani yathu.
799,Ma twini amaoneka mofanana zedi kokuti ndi kovuta kusiyanitsa kwawina ndi zake.
800,Kuti ukhale katakwe woyimba banjo ukufunika kukhala ukuyeserera zikwi za zikwi za ma ola ukuyeserera.
801,Tom anafunsa Mary nthawi yomwe apite kukagula nsapato za mwana wake wamkazi wang'ono.
802,Tom anagunditsa nkhutu lake ku chipupa ndi cholinga choyesera kuti amve zomwe zimayankhulidwa mu chipinda chotsatira.
803,ndi ntchito imene inakhazikitsidwa kuthandizira anthu kuti adziwe zimene akuchita a zakafukufuku wa sayansi pa nkhani ya matenda a kashembe (amene amatchedwanso kaliodzera)
804,"Ntchitoyi ikugwiridwa molumukizana pakati pa magulu a Wellcome Centre for Integrative Parasitology, University of Glasgow School of Life Sciences, Surge, Kamuzu University of Health Sciences ndi Malawi VOICES."
805,Ndalama zoyendetsera ntchitoyi zinachokera ku ScotPEN Wellcome Engagement Award
806,"Izi ndi nkhani ndimene zalembedwa ndi nyumba zina zofalitsa nkhani, pokamba za ntchito zathu"
807,Zolembedwa Posachedwapa
808,Awa ndi ena mwa nyumba zofalitsa nkhani zimene talumikizana nazo kuti zifalitse nkhani za zionetsero zathu ku Rumphi ndi ku Nkhotakota mu Malawi. Iwowa ankhala akukamba za ife pamene tikhale tikupanga zionetsero zathu kuthandizira kuti anthu amumadera ochuluka athenso kutenga nawo mbali mu zokambirana zathu. Ma wailesi awa athandizira kuti maprogram apezeke oti ticheze ndi magulu a anthu omvera Wailesi pamene titadzafunsane ndi kuyankhana mafunso.
