0,1
"en: Fellow Malawians, I believe in the potential of our country and in Malawians. We read positive stories about economic success of Rwanda. Zambia has just changed narrative since their current government came in office later than our current government and we are hearing positive stories. There is no reason other than poor leadership, that stories for Malawi that make international news headlines are poverty, hunger and corruption involving high profile public officers.","ny: A Malawi anzanga, ine ndimakhulupirira kuthekera kumene dziko lathu liri nako. Ndimakhulupiriranso kuthekera kwa inu aMalawi. Timamva nkhani zabwino za maiko azanthu monga Rwanda amene miyoyo ya anthu ikupita patsogolo. Zambia nayonso nyengo zawo zayamba kusintha zinthu zikuyenda bwino. Palibenso chifukwa kupatula utsogoleri wosadziwa ntchito, kuti nkhani za ku Malawi zomwe zimamveka ndi za umphawi, njala ndi ziphuphu zokhudza akuluakulu aboma."
"en: I feel the pain we are all going through in the tough economic times. I acknowledge that part of the reasons for the economic challenges are external factors such as a war in Ukraine and tropical cyclones. However, as I have said time and again in various media interviews, the external factors have just contributed. A large part of the challenges is our own making. The past national budgets by the current political administration were poorly prepared, not transformative and did not build foundation for macroeconomic stability. I said it in 2020 and have consistently said this. The problems we are going through were anticipated and I did not keep quiet, I shared my views then.","ny: Ndikudziwa ululu womwe tonse tikudutsa m'nthawi ya mavuto a zachuma. Ndikuvomereza kuti zina mwazifukwa zamavuto azachuma ndi zinthu zakunja monga nkhondo ku Ukraine ndi madzi osefukira. Komabe, monga ndakhala ndikunena mobwerezabwereza ku nyumba zofalitsa nkhani, zinthu zakunja zangowonjezera chabe. Mbali yaikulu ya mavuto ndi chifukwa choyendetsa chuma molakwika. Mabajeti amene utsogoleri ukuyendatsa boma panowu akhala akupanga anali olakwika. Akhala mabajeti osayika maziko a mphamvu kuti chuma chidziyenda bwino. Ine nditaona kuti mfundo za chuma ndizolakwika, ngati nzika yofunira dziko langa zabwino, ndidayankhula kudzera nyumba zina zofalitsa nkhani komanso ndidalemba tsatane tsatane wa zolakwika ndi zoyenera kukonza. Chotero mavuto tikukumana nawo monga kukwera mitengo kwa katundu mowirikiza ndizoziputa dala. Ndizotsatira zobwera chifukwa chotsatira ndondomeko zolakwika za chuma."
"en: The fast-rising public debt is testimony of lack of fiscal discipline. We were reminded a month ago that every Malawian is carrying on our shoulders a debt burden of K600,000. Unfortunately, this is not debt that financed programs to improve the living standard of us all. This is debt that financed corruption and luxury of senior officers. There has been limited interest to reform the fiscal plan – to remove or reduce unnecessary expenditure items and to grow the revenue base by increasing resource allocation to productive sectors. Additionally, there has been high level inefficiency in government resulting in delays to approve projects. The State President himself and some ministers have admitted this in public. Delay to approve projects locks up foreign exchange since most projects are donor- funded, delays job opportunities and delays development outcomes. These are the main reasons we are going through difficult times. If the leadership was up to task, the extent of suffering would be less than is the case.","ny: Kuchuluka monyanya kwa ngongole zaboma ndi umboni wakuti boma likungotenga ngongole mwa chisawawa. Tidakumbutsidwa mwezi wapitawo kuti aliyense akuzenza ngongole ya K600,000 pa mutu pake. Chokhumudwitsa ndi kuti ngongole izi sizidapindulire ife tonse. Ndi ngongole zimene zimatengedwa kuti agawane kudzera mu katangale komanso kupatsana ma alawansi ochuluka kwa akulu akulu a boma. Kuonjezera apo, pakhala pali chidwi chochepa chofuna kusintha ndondomeko ya zachuma kuti tichepetse kapena kuchotsa kumene zinthu zosafunikira zimene zimangowonongetsa ndalama kwinaku tikudzala maziko a mphamvu okuza chuma chathu kuti ndalama za misonkho zichuluke. Taganizani kulephera kupeza ndalama tokha kuti tikonze damu la Kapichira kuti tibwezeretse mphamvu ya magetsi nsanga. Tachita kukapempha ngongole mbali inayo angotithandiza zimene zatenga nthawi yayitali magetsi ochepa kalewa akungothimathima. Nkhani ya ulesi wa adindo ena mu boma ndiye ngakhale a President ndi nduna zina akhala akudandaula. Tsono kuchedwetsa kuvomereza kuti ma pulojeketi ayambike kumabwezeretsa chitukuko m’mbuyo mu njira zosiyana siyana monga izi: i) ndalama zakunja zimasowa, ii) mwai wa ntchito umatsekerezedwa, iii) chitukuko chimachedwa."
"en: My colleagues and I come to offer genuine transformation. Malawi is a natural resource-rich and labour-abundant economy. Our economic policy will revolve around maximizing the potential in agriculture, mining, tourism and developing the human resource both in its own right and as catalysts for manufacturing. This will be done while progressively moving towards a knowledge economy by investing in science and technology.","ny: Ndiye ndikati mavuto tikukumana nawo a zachuma mbali yayikulu ndi chifukwa cholephera kuyendetsa zinthu moyenera, zina ndi zimenezi. Utsogoleri ukadakhala wodziwa ntchito mavuto akanakhala koma omverera. Kuti mutsimikize kuti sizikukhudzana ndi zinthu zakunja koma zikugwirizana kwambiri ndi njira zoyendetsera chuma, dziko la Zambia chuma chawo chikuyenda bwino. Zambia ikukhudzidwa chimodzimodzi ndi nkhondo ya Ukraine ndi COVID-19 koma akuyendetsa bwino chuma."
"en: I will implement Malawi 2063 in its entirety. I am happy to inform you, fellow Malawians, that Malawi 2063 is a document I intimately subscribe to, because I was one of the reviewers. I also co-reviewed the enabler on enhanced public sector performance in the Malawi 2063 first 10 years Implementation Plan. My being identified as a person who could review this enabler is testimony that I understand the public service and I know how to make it perform. When I say I will implement it fully, I know what is in the document and I have adequate passion to implement it. I emphasize I because the responsibility for implementing a strategic plan in any organization is vested in the head of the organization. What makes a strategy work for one organization and fail for the other organization, is the quality of leadership of the organization. I will provide quality leadership.","ny: Ine ndi anzanga tabwera kudzapereka kusintha kwenikweni. Dziko la Malawi liri ndi zonse za chilengedwe zoyenera pa chitukuko komanso liri ndi anthu olimbikira ntchito. Ndondomeko zathu zachuma zidzakhazikika popititsa patsogolo ntchito za ulimi, migodi, zokopa alendo komanso kuwonetsetsa kuti aliyense ali ndi mwai wophunzira bwino kuti tikhale ndi akatswiri pa ntchito zosiyana siyana. Pamene tikutukula chuma kudzera mu za chilengedwe zimene Chauta adatipatsa, tikhala tikupita chitsogolo molingana ndi kumene maiko ena akupita kuti chuma chathu tidzidalira za science ndi luso. Tidzatsatira mfundo za chitukuko zimene ziri mu Malawi 2063. Ndine wokondwa kukudziwitsani aMalawi anzanga kuti, Malawi 2063 ndi ndondomeko imene iri pa mtima wanga ndipo ndimazimvetsa bwino chifukwa ndinali m'modzi mwa owunikira ntchito yolemba ndondomeko imeneyi. Ndinaunikaranso mothandizana ndi ena pa nthambi ya kayendetsedwe ka boma mu ndondomeko yoyamba ya zaka 10 ya Malawi 2063 (Malawi 2063 First 10 Year Implementation Plan). Kundisankha kuti ndikhale mmodzi owunikira nthambi imeneyi ndi chitsimikizo kuti ndimadziwa kayendetsedwe ka boma. Ndikanena kuti tidzakwaniritsa zonse, ndikudziwa zomwe zili m'masophenyawa ndipo ndiri ndi chidwi chokwanira kuonetsetsa kuti Malawi 2063 atheke. Udindo wowonetsetsa kuti masomphenya atheke pa bungwe lirilonse ngakhale dziko umakhala mmanja mwa mkulu wa bungwelo. Ine ndidzapereka utsogoleri wapamwamba kuti masomphenya athu tonse akwaniritsidwe."
"en: We will transform agriculture through Mega farms and cooperatives which will facilitate mechanization, improve productivity, promote access to reliable markets for farmers, catalyze industrialization and urbanization. We will embark on infrastructure revolution agenda. From electricity generation, transport and ICT to residential and government office buildings.","ny: Tidzatukula ulimi kudzera m'minda ikuluikulu (mega farms) ndi ma cooperative omwe adzathandizire kuchulukitsa zokolola, kulimbikitsa mwayi wopeza misika yodalirika kwa alimi, kukhazikitsa mafakitale ndi kutukula madera kukhala tawuni ndi mizinda. Tidzakhazikitsa ntchito ya zomangamanga mmagawo onse ofunika ntchito zomangamanga. Ntchito izi ndi monga za magetsi, za mtengatenga, nyumba za anthu ndi ma ofesi a boma."
"en: We will decisively support micro, small and medium enterprises. We will identify those which Malawi has comparative and competitive advantage to produce and have niche markets in the region and prioritize support to them. One key performance indicator for the Ministry of Industrialization and Trade will be the number of micro-scale enterprises graduating into small-scale; the number of small-scale enterprises graduating into medium-scale; the number of medium-scale graduating into large-scale annually. We will encourage and support Malawian large-scale enterprises to become multinational corporations. We denounce the glorification of the MSME concept as if that is the ideal destiny for them. They will be helped to grow.",ny: Tidzathandizira mabizinesi ang'onoang'ono ndi apakatikati. Chimodzi mwa zolinga zazikulu za unduna wa Mafakitale ndi Malonda chidzakhala kuonetsetsa kuti mabizinezi ang'onoang'ono akule kuchoka pamene ali kufika pa mulingo wina wa patsogolo. Mabizinezi aMalawi amene ndi akulu kale adzathandizidwa kuti ayambe kutsakula ntchito zawo maiko ena. Tikukana ganizo lolemekezamabizinezi ang'onoang'ono ngati kuti ndiye akuyenera kuthera pomwepo. Iwo adzathandizidwa kuti akule.
"en: There are four main ways in which a country can benefit from its extractive resources which include mining. These are i) royalties, ii) resource rent iii) State participation and iv) taxes. So far, the component of State participation has not been exploited despite being the most beneficial way. To maximize benefits from mining, government will establish a Mining Company that will be getting into Joint Venture arrangement with foreign companies. Joint Venture arrangements will enable Malawians to be in management team and in the Board of Directors, thereby directly participating in running mining business and curb transfer pricing and other forms of illicit financial flows that often happen in mining industry. Your next government will review tax incentives to ensure Malawians get a fair share of their natural resources.","ny: Pali njira zinai zikuluzikulu zimene dziko limapindulira ndi nkhani za migodi. Imodzi mwa njira zimenezi ndiye kuti dziko lidzikhala ndi gawo mu ntchito za migodi. Kuti izi zitheke, boma lanu lidzakhazikitsa kampani ya migodi. Kampani imeneyi idzidzachita mgwirizano ndi kampani za kunja kuti potero gawo la Malawi ku phindu limene lidzipezeka likhale lochuluka. Kuyendetsa businezi za migodi limodzi ndi ma kampani a kunja kudzathandiza kuti ife eni tidzichita nawo ziganizo ndikumaona kuti palibe njira zimene zikuchitika zoti tiberedwe ndalama podzera mu njira zozemba kupereka msonkho komanso ndalama ya umwini (dividend) chifukwa atinamiza kuti kampani siyidapange phindu. Tidzaunikanso misonkho imene imachotsedwa kuti ma kampani asamalipire. Ife tikufuna ntchito za migodi zipindulire a Malawi."
"en: We will approach tourism holistically and contextually. Tourism is about attraction. We will invest in areas that are unique to Malawi, one of them is establishing vibrant cultural centers and packaging our history into a commercial product. Tourism is a beneficiary of derived demand. Our resolve to develop the economy, develop manufacturing sector will positively contribute to the travel and tourism industry. We will make Malawi a destination for citizens of neighboring countries to come and shop. As they come, they will need accommodation and transport just as Malawians do when they travel outside.","ny: Tidzatukula ntchito zokopa alendo mokwanira komanso mogwirizana ndi mmene dziko lathu liriri. Nkhani zokopa alendo zagona poyika chikoka kweni kweni chikoka pa zinthu zimene zingapezeke ku Malawi kokha kuno. Ife tidzayika chidwi ndi kutukula malo owonetsa za chikhalidwe komanso kufotokozera mbiri yathu kuti alendo adzikopeka kubwera kwathu kuno. Izi zidzakhala zowonjezera ku zomwe zakhala zikuchitika monga kuteteza nkhalango za nyama za ku tchire, malo opatsa chidwi ndi nyanja zathu. Khumbo lathu lofuna kutukula chuma, kukweza ntchito za mafakitale zidzathandizira kwambiri zokopa alendo. Tipanga Malawi kukhala dziko limene nzika za maiko oyandikana nawo adzibwera kudzagula katundu. Akabwera adzidzafuna malo ogona komanso mayendedwe ngati mmene a Malawi amachitira akapita kunja. Potero ntchito zokopa alendo zidzapita patsogolo."
"en: Agriculture transformation, infrastructure revolution, growing of MSMEs, mining, industrialization (manufacturing) and tourism will anchor our job creation agenda.","ny: Tikatukula ulimi, tikakweza ntchito zomangamanga, za migodi, mafakitale, zokopa alendo komanso kutukula mabizinezi ang'onoang'ono, ndi zimene zidzakhale mzati wopanga mwai wa ntchito kwa a Malawi ambiri."
