sentence,category,chich_gloria,chich_shadreck
Tom asked Mary about the traffic accident she was involved in when she was five years old.,Online,Thomu anamufusa Mele zangozi yapansewo yomwe anakhudzidwa ali ndi zaka zisanu,Tom anafunsa Mary pa ngozi yapamsewu yomwe anakhudziwa nayo pamene anali ndi zaka 5 zakubadwa.
Tom felt a little uneasy as he walked down the deserted street in the middle of the night.,Online,Thomu sanali omasuka pomwe amayenda yekha pakati pa usiku mu nsewu omwe unasiya kudutsidwa,Tom anaverera momagika pamene amayenda mu msewu wa chipululu pakati pa usiku.
Tom has enough money to buy any computer in this store. He just needs to decide which one.,Online,Thomu ali ndi ndalama zokwanira kugula kompyuta iliyose yomwe angafune mu sitoloyi. Akungoyenera kupanga chisankho Kuti ikhale iti.,Tom ali ndi ndalama zokwanira kugula makina a kompyuta mu sitoloyi. Akugoyenera kupanga chiganizo chosakha kuti ikhale iti.
You're the only person I know besides me who is actually interested in this kind of thing.,Online,Ndiwe munthu mmodzi yekha kupatuka ine yemwe ndikumudziwa amene akusangalatsidwadi ndi chithu ngati ichi,Ndiwe wekha amene ndikudziwa kupatula ine amene ali ndi chidwi mu zochitikazi.
A study found that almost 10% of men were obese in 2008. That was up from about 5% in 1980.,Online,"Kafukufuka wapeza kuti pafupifupi azibambo khumi mwa chikwi chilichose anali onenepa mopyola muyezo mu 2008. Izi
Zinali zokwera kuchokera pa asanu pa chikwi chilichose mu 1980.",Kafukufuku wapeza kuti pafupifupi 10% wa amuna anali onenepa mu 2008. Izi ndi zokwera ndi 5% mu 1980
"Do you swear to tell the truth, the whole truth and nothing but the truth, so help you God?",Online,"Mukulumbira kufotokoza/kunena chilungamo, chilungamo chokhachokha, ambuye mundithandize","Mukulumbira kunena zoona, zoona zenizeni osatinso zina koma zoona, Mulungu ndithandizeni."
"Esperanto, Ido, Interlingua, Klingon, Lojban, Na'vi and Volap√ºk are constructed languages.",Online,"Esperanto, Ido, Interlingua, Klingon, Lojban, Na'vi and Volap√ºk ndi ziyankhulo zochita kupanga.","Esperanto, Ido, Interlingua, Klingon, Lojban, Na'vi and Volap√ºk ndi ziyankhulo zochita kupanga."
"Good friends are like stars. You don't always see them, but you know they are always there.",Online,"Good friends are like stars. You don't always see them, but you know they are always there.","Abwenzi abwino ali ngati nyenyezi. Suwaona nthawi zonse, koma umadziwa kuti nthawi zonse alipo."
"If you concentrate all your energies on the study of English, you will master the language.",Online,"Anzako abwino ali ngati nyenyezi. Sumawaona nthawi zose, koma umadziwa kuti alipo thawi zose","Ukaika chidwi chako chonse kuphunzira chigerezi, uzakhala dolo wachiyankhulochi."
"In January of that year, we saw snow for four days, from the fourteenth to the seventeenth.",Online,"Mu januwale chaka chimenecho, tinawon asinowo kwa masiku anayi, kuchokera pa fotini mpaka pa seventini","Mu January chaka chimenecho, tinaona madzi owundana kwa masiku anayi, kuyambira pa 14 kukafika pa 17"
It is because light travels faster than sound that we see lightning before we hear thunder.,Online,Chifukwa chakuti kuwala kumayenda mwachangu kuposa phokoso ndinkani timayamba kuona chinga’ning’ani tisanave chiphaliwali,Ndi chifukwa chakuti kuwala kumathamanga kuposa mawu timaona kuwala tisanamve bingu
It is difficult to overcome this shortcoming without drastically changing the whole system.,Online,Ndizovuta kuthetsa mavuto awa popanda kusitha kwakukulu kwa sisitimu yose,Ndi zovuta kugonjetsa vutoli tisanasithe hithu chonsechi.
"My grandfather does moderate exercise every morning, which is why he is strong and healthy.",Online,"Agogo anaga matsogolera masewera olimbitsa thupi mmawa uliwose, ndichifukwa ali a phavu komaso a thanzi","Agogo anga amuna amahitako masewero olimbitsa nthupi mochepa chabe mmamawa ulionse, ndi chifukwa chake ali ndi mphamvu ndi nthanzi"
"Often, the less there is to justify a traditional custom the harder it is to get rid of it.",Online,"Nthawi zambiri, pomwe pali kuchepekeredwa koyikira kumbuyo chikhalidwe chamakolo ndi Zovuta kutaya chikhalidwecho","Nthawi zambiri, kuperewera kolugamitsa miyambo yahikhalidwe ndi povuta kuti muthane nazo."
"She asked him out on a date, but he said no since he thought girls should not ask boys out.",Online,"Mtsikanayo anamufusa kuti apite ko mchezo wa ubwezi, koma anakana chifukwa maganizo ake ndiokuti Mtsikana asafunse mnyamata","Anamupepha kuti azayende naye tsiku lina, koma anakana kamba koti amaganiza kuti atsikana sapempha anyamata kuti akayende nawo"
The best parents of all are those who allow their children to follow their natural talents.,Online,Makolo abwino ndi omwe amalola ana awo kutsatira luso lomwe anabadwa nalo,Makolo abwino ndi amene amalola ana awo kuti achite mothekera ndi luso lomwe anabadwa nalo.
The only thing on the table that I normally wouldn't eat is that stuff on the yellow plate.,Online,Chithu chimodzi chokha chomwe sindingadye chomwe chili pa gomepo ndi izo zili mu mbale yachikasuzo,Chokhacho chomwe chili pa tebulo chomwe sindigadye ndi chimene chili mu mbale ya chikasu
"Then he got dressed, stuffed his lecture notes into his briefcase, and ran down the stairs.",Online,"Kenako anavala, ndikulongedza note zophunzitsira mu chikwama, ndikuthamangira pansi pa masiteyazi","Ndipo anavala, kulongedza zida zophunzitsira mu briefcase, ndikutsetseleka pa masitepe"
"There are times when you need to fight for what's right, even at the risk of your own life.",Online,"Pali nthawi zina pomwe ukuyenera kuchita chothekera chili chose pachomwe chili cholondola, ngakhale kuyika pachiwopsezo moyo wako","Pali nthawi zina pomwe umafunika kumenyera chomwe chili cholondola, ngakhale pafupifupi kuononga moyo wako omwe."
Tom began working as a volunteer at the homeless shelter while he was still in high school.,Online,Thomu anayamba kugwira ntchito mongodzipeleka ku nyumba ya anthu osowa pokhala anakali ku sekondale,Tom anayamba kugwira ntchito ngati wogozipereka ku homeless shelter pomwe iye anali ku high school.
Tom has a framed photo of his parents on their wedding day hanging on his lounge room wall.,Online,Thomu wayika mu felemu chithunzi cha makolo ake chatsiku la ukwati wao ndipo wachipachika p a khoma lapa balaza,Tom ali ndi chinthuzi cha makolo ake cha tsiku la ukwati wawo pa khoma la m'chipinda chake
Tom makes way too many snide remarks. That's perhaps why he doesn't have very many friends.,Online,Tom amayakhula amaperekera ndemanga zolakwika. Mwina ichi ndi chifukwa ali ndi abwenzi ochepa,Tom amayakhula amaperekera ndemanga zolakwika. Mwina ichi ndi chifukwa ali ndi abwenzi ochepa
"When Tom looked down at the apple he was eating, he realized that he had eaten half a worm.",Online,"Thom anayanga’na apozi lomwe amadya, iye anazindikira kuti wadya theka la mphutsi","Pamene Tom anayankg'ana pa Apulo lomwe amadya panthawiyo, anazindikira kuti wadya theka lovunda."
"When poverty comes in the door, love flies out the window is a saying as old as it is sad.",Online,"Pamene umphawi walowa pakhomo, chikondi chimawulukira kutuluka pa zenera kuli ngati kunena mwakale chakalamba chadandaula.","Pamene umphawi walowa pakhomo, chikondi chimawulukira kutuluka pa zenera kuli ngati kunena mwakale chakalamba chadandaula."
"A doctor can bury his mistakes, but an architect can only advise his clients to plant vines.",Online,Dokotala akhoza kuiwala kulakwitsa kwake pamene onjambula akhoza kugopereka malangizo kwa kasitomala wake kuti akadzale mitengo ya mpesa.,Dokotala akhoza kuiwala kulakwitsa kwake pamene onjambula akhoza kugopereka malangizo kwa kasitomala wake kuti akadzale mitengo ya mpesa.
"After I graduated from college, I moved back home and lived with my parents for three years.",Online,"Kwa anthu ena sikisi handiledi miliyoni,Chizungu sichiyankhula chachiwiri kapena chiyankhulo chobwera/chadziko lina","Nditamaliza maphunziro aukachenjede, ndinabwerera kunyumba ndikukakhala ndi makolo anga zaka zitatu."
"Even though my friend was a vegetarian, I didn't tell him that the soup had some meat in it.",Online,"Ngakhale nzanga anali ongodya masamba okhaokha, sinnamuuze kuti nsuzi unali ndikanyama","Angakhale mzangayo anali wodya zamasamba okhaokha, sindinamuuze kuti supuyo munali zanyama pang'ono."
"First I'll look at the prices, and only then I'll decide whether I'll buy the camera or not.",Online,"Poyamba ndikayanga’ana kaye mitengo, ndipo kuchokera pamenepo mpomwe ndikapanga chisankho chogula kamera kapena ayi.","Choyambilira ndimayang'ana mitengo, kenako ndi pamene ndimapanga chiganizo choti ndigule kamelayo kapena ayi."
"For the other 600 million people, English is either a second language or a foreign language.",Online,"Kwa anthu ena sikisi handiledi miliyoni,Chizungu sichiyankhula chachiwiri kapena chiyankhulo chobwera/chadziko lina","Kwa anthu 600 milioni, chigerezi ndi chiyakhulo chachiwiri kapena ndi chachilendo kwa iwo."
He was looking forward to spending the weekend with her in their little cottage in Somerset.,Online,Iye amadikira ndikuyembekezera kuti azakhala limodzi pakutha kwa sabata mu kanyumba kake kakang'ono ku summeret,Iye amadikira ndikuyembekezera kuti azakhala limodzi pakutha kwa sabata mu kanyumba kake kakang'ono ku summeret
"If you say exactly what's on your mind all the time, you're likely to upset a lot of people.",Online,"Ngati ungamayankhule ndendende zomwe zili mmutu mwako nthawi zose, ndizachidziwikire ku khumudwitsa anthu ambiri","Ngati unena zenizeni zomwe zili maganizo mwako nthawi zonse, uzalakwitsa maganizo a wanthu ambiri."
It's not right for you to do something bad just because someone else has done something bad.,Online,Sizoyenera kupanga zoipz chifukwa chakuti wina wake anapanga,Sikoyenera kuti upange china chake cholakwika chifukwa wina wapanga cholakwika.
"Lonely people tend to be afraid of meeting others, which ensures they will always be lonely.",Online,"Athu osikidwa/okhala okha / wosungulumwa amachita mantha kukumana ndi anthu ena, zomwe zimatsimikizira kuti
azikhala osungulumwa nthawi zose.","Anthu okhala okha amakhala ndi mantha kukumana ndi anthu wena, izi zikutsmikizira kuti nthawi zonse azakhala okhaokha."
Mary is really great. She cooked a wonderful meal for me and even washed the dishes herself.,Online,Mele ndiwa bwino kwambiri. Anandiphikira chakudya chabwino ndipo anatsukaso ziwiya yekha,Mary ndi wodabwitsa. Anaphika chakudya chabwino cha ine ndiponso anatsuka mbale yekha.
Mary traveled into the future and found that climate change had destroyed all life on Earth.,Online,Mele anapita kutsogolo ndipo wapeza kuti kusitha kwa nyengo kwawononga zamoyo zose padziko lapansi,Mary anapita patsogolo pa nthawi ndikupeza kuti kusitha kwa nyengo kwaononga zamoyo zonse pa dziko lapansi.
One thing Tom does that isn't very safe is that he uses the same password for every website.,Online,Chinthu chimodzi chomwe Thomu amapanga chosatetezeka ndicho kugwiritsa ntchito pasiwedi imodzi pa webusaiti iliyose,Chithu chimodzi chomwe Tom ali pa chiopyezo ndi chakuti amagwiritsa ntchito mau achinsinsi omwe-omwewo pa website.
"She asked him to help her father clean the garage, but he said that he was too busy to help.",Online,"Iye anamufusa kuti awathandize bambo ake kukoza mu galaja, koma iye anati ali otanganinidwa kwambiri kuti athandize","Anamupepha kuti awathandize atate ake kukonza mu garage, koma anati anali otagwanidwa kwambiri kuti angawathandize."
"The Democrats haven't decided on their candidates yet, but in any case they're sure to lose.",Online,"A Democrats sanasakhebe yemwe azaimilire chipanichi pa masankho, komabe mwa njira ina iliyonse akudziwa kuti sazapambana","A Democrats sanasakhebe yemwe azaimilire chipanichi pa masankho, komabe mwa njira ina iliyonse akudziwa kuti sazapambana"
The area of a triangle is half of the area of the rectangle with equivalent base and height.,Online,Malo a mu triangle ndi theka la mu rectangle kufanana mbali yokwera ndi yotsika.,Malo a mu triangle ndi theka la mu rectangle kufanana mbali yokwera ndi yotsika.
The police found boxes that contained marijuana and other drugs inside the trunk of the car.,Online,Apolisi anapeza nkati mwa galimoto ma bokosi omwe anali ndi chamba ndi mankhwala ena,A police anapeza ma bokosi omwe munali mankhwala osokoneza ubongo ndi ena mu thilaki la galimoto.
They took Tom to the hospital to have his stomach pumped because he ate something poisonous.,Online,Anamutengera Thomu kuchipatala kuti akapopedwe mmimba chifukwa anadya chiphe/poyizoni,Anamutengera Tom ku chipatala kuti akamupope mmimba mwache chifukwa anadya za ziphe.
"Tom can't remember all his passwords, so he keeps them in a list disguised as phone numbers.",Online,"Thomu sangakwanitse kukumbukira pasiwedi, ndiye amasunga ndandanda omwe amasunga mozimbayitsa ngati manambala a lamya","Tom sangakumbukire ma nambala ake onse achinsinsi, kotero amawasunga mu phone yake ngati manambala wamba."
Tom has to be careful about what he eats at restaurants because he's allergic to many foods.,Online,Thomu akuyenera kusamala zomwe akuyenera kudya ku resitilanti chifukwa zakudya zambiri zimamuwenga,Tom akuyenera kukhala osamalitsa pa zakudya zomwe amadya ku restaurant chifukwa sachedwa kudwala matenda a mmimba kamba ka zakudya.
Tom lost the shopping list his mother had given him and just bought things he wanted to eat.,Online,Thomu anataya ndandanda wazogula womwe anapatsidwa ndi amayi ake ndipo anangogula zomwe iye amafuna kudya,Tom anataya kapepala komwe anamulembera zithu zokagula mayi wake ndipo anagogula zakudya zomwe amafuna kudya.
Tom pleaded guilty to drunken driving and his driver's license was suspended for six months.,Online,Thomu anavomera mulandu oyendetsa ataledzera ndipo chiphaso chake choyendetsera galimoto chinaimitsidwa kwa miyezi isanu ndi umodzi,Tom anadandaula kuti siwolakwa chifukwa anayendetsa galimoto atamwa mowa kotero anayimitsidwa kuyendetsa galimoto kwa miyezi isanu ndi umodzi.
Tom thought it was a good idea to take advantage of the opportunity that Mary had given him.,Online,Thomu amaganiza kuti silinali ganizo labwino kupezerapo mwayi pa mwayi omwe Mele anamupatsa,Tom anaganiza kuti ndi maganizo abwino kutengera mwayi omwe Mary anamupatsa.
"Tom thought the music was too loud, but he was too tired to get up and turn the volume down.",Online,"Thomu analingalira kuti nyimbo inali yokwera kwambiri, koma anali otopa kwambiri kuti adzuke kukatsitsa voliyumu","Tom anaganiza kuti nyimbo zimayimba mokweza kwambiri, komabe anali atatopa zedi kuti adzuke ndi kukatsitsa kamvekedwe ka nyimbozi."
"Tom thought where he put his gold coins was the perfect hiding place. However, he was wrong.",Online,"Thomu anaganiza kuti pomwe amasunga ma koini ake golide panali pabwino.Komabe, amalakwitsa","Tom anaganiza kuti pomwe amayika makobidi a golide ake ndi malo obisika zedi. komabe, iye amalakwitsa."
Tom told Mary that he wouldn't be able finish the job in the amount of time she'd given him.,Online,Thomu anamuuza Mele kuti sakwanitsa kumaliza ntchito ndi mulingo wa nthawi yomwe anapatsidwa,Tom anamuuza Mary kuti sakwanitsa kumaliza ntchito yomwe anapatsidwa kutengera ndi nthawi yomwe anapatsidwa kuti agwire ntchitoyo.
